BLE,1656352740020868397,4F:C3:AD:81:C6:F7,-55
BLE,1656352740021054281,3F:5F:92:15:D0:07,-68
BLE,1656352740049414901,3F:5F:92:15:D0:07,-75
BLE,1656352740053131957,10:39:17:26:28:4D,-59
BLE,1656352740080616906,28:B7:B5:30:50:8A,-38
BLE,1656352740082651162,49:E3:14:42:C3:E0,-67
BLE,1656352740087508261,3F:5F:92:15:D0:07,-66
BLE,1656352740105116774,44:60:78:54:A9:53,-48
BLE,1656352740109195077,40:CB:C0:CB:7F:B6,-72
BLE,1656352740115934662,C0:F8:BB:9D:12:93,-30
BLE,1656352740127578897,3F:5F:92:15:D0:07,-67
BLE,1656352740144267521,49:E3:14:42:C3:E0,-68
BLE,1656352740161778119,3F:5F:92:15:D0:07,-72
BLE,1656352740176501550,49:E3:14:42:C3:E0,-69
BLE,1656352740182586296,04:4D:44:40:9D:4E,-60
BLE,1656352740194507092,00:37:44:F4:C5:A3,-72
BLE,1656352740208446726,49:E3:14:42:C3:E0,-72
BLE,1656352740210176817,49:E3:14:42:C3:E0,-72
BLE,1656352740245706029,CB:16:7E:A5:A1:D4,-84
BLE,1656352740287072072,4F:C3:AD:81:C6:F7,-56
BLE,1656352740289178775,0A:78:2F:16:8B:F1,-68
BLE,1656352740290476891,28:B7:B5:30:50:8A,-39
BLE,1656352740315720711,44:E9:1F:34:8A:BC,-76
BLE,1656352740323148051,49:E3:14:42:C3:E0,-72
BLE,1656352740340610784,3F:5F:92:15:D0:07,-74
BLE,1656352740354871406,06:71:BE:94:2E:72,-80
BLE,1656352740356739882,C4:71:AC:52:F7:5A,-73
BLE,1656352740362550307,C8:69:CD:61:6F:2C,-60
BLE,1656352740364632270,C0:F8:BB:9D:12:93,-30
BLE,1656352740394423244,49:E3:14:42:C3:E0,-70
BLE,1656352740402020427,D0:D2:B0:A1:29:38,-78
BLE,1656352740408063350,20:18:33:99:7B:28,-90
BLE,1656352740420671745,62:02:FF:85:B8:C4,-88
BLE,1656352740422127359,C9:43:02:49:EF:3E,-71
BLE,1656352740428185959,D0:03:DF:C9:BE:CF,-62
BLE,1656352740430073497,49:E3:14:42:C3:E0,-80
BLE,1656352740447947477,10:39:17:26:28:4D,-68
BLE,1656352740450497666,3F:5F:92:15:D0:07,-71
BLE,1656352740470315069,0A:78:2F:16:8B:F1,-72
BLE,1656352740483300909,3F:5F:92:15:D0:07,-69
BLE,1656352740503061594,28:B7:B5:30:50:8A,-37
BLE,1656352740520490421,3F:5F:92:15:D0:07,-74
BLE,1656352740528090625,44:60:78:54:A9:53,-54
BLE,1656352740535631297,49:E3:14:42:C3:E0,-67
BLE,1656352740540602145,75:05:EF:04:BB:C0,-79
BLE,1656352740549129373,04:4D:44:40:9D:4E,-64
BLE,1656352740562867967,4F:C3:AD:81:C6:F7,-60
BLE,1656352740566523929,49:E3:14:42:C3:E0,-73
BLE,1656352740580140337,CB:16:7E:A5:A1:D4,-83
BLE,1656352740585581390,D0:D2:B0:A1:29:38,-90
BLE,1656352740588321526,34:22:EA:1F:37:49,-75
BLE,1656352740605219680,6F:58:A3:96:68:E1,-64
BLE,1656352740617325943,C0:F8:BB:9D:12:93,-27
BLE,1656352740618944212,D0:03:DF:C9:BE:CF,-66
BLE,1656352740631367869,44:60:78:54:A9:53,-46
BLE,1656352740645615470,3F:5F:92:15:D0:07,-70
BLE,1656352740655127638,4C:83:CF:51:B1:78,-82
BLE,1656352740664800430,C0:F8:BB:9D:12:93,-30
BLE,1656352740678849387,3F:5F:92:15:D0:07,-70
BLE,1656352740684116326,49:E3:14:42:C3:E0,-73
BLE,1656352740700805576,10:39:17:26:28:4D,-74
BLE,1656352740705948141,68:02:B7:D2:AB:EE,-68
BLE,1656352740714217923,28:B7:B5:30:50:8A,-39
BLE,1656352740723291292,75:05:EF:04:BB:C0,-80
BLE,1656352740731819353,C8:69:CD:61:6F:2C,-66
BLE,1656352740736882752,44:60:78:54:A9:53,-48
BLE,1656352740773338780,20:18:33:99:7B:28,-81
BLE,1656352740815371537,C0:F8:BB:9D:12:93,-30
BLE,1656352740819303122,28:B7:B5:30:50:8A,-38
BLE,1656352740826947960,3F:5F:92:15:D0:07,-66
BLE,1656352740838478134,44:E9:1F:34:8A:BC,-79
BLE,1656352740840808533,4F:C3:AD:81:C6:F7,-55
BLE,1656352740843082631,44:60:78:54:A9:53,-54
BLE,1656352740852422144,49:E3:14:42:C3:E0,-69
BLE,1656352740860580155,6F:58:A3:96:68:E1,-67
BLE,1656352740866414226,C0:F8:BB:9D:12:93,-30
BLE,1656352740880327924,D0:55:35:46:16:95,-78
BLE,1656352740888051511,49:E3:14:42:C3:E0,-70
BLE,1656352740894456047,3F:5F:92:15:D0:07,-67
BLE,1656352740919752523,28:B7:B5:30:50:8A,-40
BLE,1656352740926962313,49:E3:14:42:C3:E0,-70
BLE,1656352740932708363,21:F9:15:3D:9F:77,-78
BLE,1656352740939238106,00:37:44:F4:C5:A3,-77
BLE,1656352740963900524,49:E3:14:42:C3:E0,-71
BLE,1656352741000369677,49:E3:14:42:C3:E0,-74
BLE,1656352741007027596,3F:5F:92:15:D0:07,-70
BLE,1656352741015672114,C0:F8:BB:9D:12:93,-30
BLE,1656352741023434087,4C:83:CF:51:B1:78,-69
BLE,1656352741029221752,28:B7:B5:30:50:8A,-38
BLE,1656352741050639404,44:60:78:54:A9:53,-48
BLE,1656352741058025442,D0:03:DF:C9:BE:CF,-67
BLE,1656352741082673434,3F:5F:92:15:D0:07,-70
BLE,1656352741095816043,10:39:17:26:28:4D,-68
BLE,1656352741099381433,04:4D:44:40:9D:4E,-67
BLE,1656352741113223308,6F:58:A3:96:68:E1,-69
BLE,1656352741115171783,C0:F8:BB:9D:12:93,-27
BLE,1656352741128570276,00:37:44:F4:C5:A3,-83
BLE,1656352741138076143,28:B7:B5:30:50:8A,-37
BLE,1656352741141410440,20:18:33:99:7B:28,-78
BLE,1656352741149664441,34:22:EA:1F:37:49,-73
BLE,1656352741151459115,44:60:78:54:A9:53,-46
BLE,1656352741225062937,3F:5F:92:15:D0:07,-73
BLE,1656352741225642776,68:02:B7:D2:AB:EE,-72
BLE,1656352741230573937,10:39:17:26:28:4D,-64
BLE,1656352741231417368,6F:1F:C3:0A:B6:CC,-76
BLE,1656352741241950675,28:B7:B5:30:50:8A,-37
BLE,1656352741258273573,3F:5F:92:15:D0:07,-70
BLE,1656352741264247122,C0:F8:BB:9D:12:93,-30
BLE,1656352741298297439,3F:5F:92:15:D0:07,-70
BLE,1656352741329002781,3F:5F:92:15:D0:07,-67
BLE,1656352741330912246,F7:BF:5F:63:5E:52,-64
BLE,1656352741363069036,3F:5F:92:15:D0:07,-75
BLE,1656352741369432738,44:60:78:54:A9:53,-55
BLE,1656352741375370714,6F:58:A3:96:68:E1,-77
BLE,1656352741378028767,D0:03:DF:C9:BE:CF,-70
BLE,1656352741466423884,04:4D:44:40:9D:4E,-60
BLE,1656352741471573429,49:E3:14:42:C3:E0,-73
BLE,1656352741489695532,10:39:17:26:28:4D,-81
BLE,1656352741499665561,D0:D2:B0:A1:29:38,-76
BLE,1656352741503119598,6F:1F:C3:0A:B6:CC,-73
BLE,1656352741541517070,49:E3:14:42:C3:E0,-73
BLE,1656352741647624398,C8:69:CD:61:6F:2C,-60
BLE,1656352741651958532,3F:5F:92:15:D0:07,-75
BLE,1656352741715189724,C0:F8:BB:9D:12:93,-75
BLE,1656352741751133672,10:39:17:26:28:4D,-67
BLE,1656352741757529562,3F:5F:92:15:D0:07,-73
BLE,1656352741773577045,6F:1F:C3:0A:B6:CC,-76
BLE,1656352741789464686,44:60:78:54:A9:53,-54
BLE,1656352741815336679,D0:03:DF:C9:BE:CF,-54
BLE,1656352741824434788,49:E3:14:42:C3:E0,-76
BLE,1656352741831636557,3F:5F:92:15:D0:07,-74
BLE,1656352741834254610,04:4D:44:40:9D:4E,-66
BLE,1656352741870339495,21:F9:15:3D:9F:77,-79
BLE,1656352741871154541,00:37:44:F4:C5:A3,-84
BLE,1656352741874959200,28:B7:B5:30:50:8A,-37
BLE,1656352741880928270,10:39:17:26:28:4D,-61
BLE,1656352741883459293,6F:58:A3:96:68:E1,-69
BLE,1656352741895695555,49:E3:14:42:C3:E0,-71
BLE,1656352741901641031,3F:5F:92:15:D0:07,-75
BLE,1656352741903602787,DF:B6:B7:F7:86:3D,-73
BLE,1656352741936688424,3F:5F:92:15:D0:07,-73
BLE,1656352741943462332,4F:C3:AD:81:C6:F7,-63
BLE,1656352741973263358,49:E3:14:42:C3:E0,-71
BLE,1656352741975879848,3F:5F:92:15:D0:07,-67
BLE,1656352741997026356,44:60:78:54:A9:53,-48
BLE,1656352742004229844,68:02:B7:D2:AB:EE,-72
BLE,1656352742010934533,C8:69:CD:61:6F:2C,-66
BLE,1656352742017427349,C0:F8:BB:9D:12:93,-2
BLE,1656352742036474706,49:E3:14:42:C3:E0,-72
BLE,1656352742044886153,6F:1F:C3:0A:B6:CC,-77
BLE,1656352742071303663,3F:5F:92:15:D0:07,-70
BLE,1656352742075695714,49:E3:14:42:C3:E0,-73
BLE,1656352742081209006,28:B7:B5:30:50:8A,-37
BLE,1656352742105169138,44:60:78:54:A9:53,-54
BLE,1656352742110422745,0A:78:2F:16:8B:F1,-71
BLE,1656352742110874043,3F:5F:92:15:D0:07,-68
BLE,1656352742132835024,D0:03:DF:C9:BE:CF,-52
BLE,1656352742140388978,3F:5F:92:15:D0:07,-69
BLE,1656352742144844413,4C:83:CF:51:B1:78,-69
BLE,1656352742146850961,6F:58:A3:96:68:E1,-66
BLE,1656352742149091100,49:E3:14:42:C3:E0,-71
BLE,1656352742165273948,C0:F8:BB:9D:12:93,-30
BLE,1656352742174607575,3F:5F:92:15:D0:07,-68
BLE,1656352742189008874,28:B7:B5:30:50:8A,-38
BLE,1656352742191977445,C8:69:CD:61:6F:2C,-64
